DAY,N10D,GPRD,GPRD_ACT,GPRD_THREAT,date,GPRD_MA30,GPRD_MA7,event,var_name,var_label
19860118,308,204.35,278.77,196.75,1986/1/18,151.57,152.49,,,
19860119,450,73.61,117.42,48.97,1986/1/19,149.82,146.51,,,
19860120,365,163.36,162.86,150.93,1986/1/20,152.24,148.76,,,
19860121,365,54.45,36.19,60.37,1986/1/21,152.71,139.38,,,
19860122,399,116.23,66.21,151.88,1986/1/22,153.66,137.51,,,
19860123,422,94.20,109.56,65.27,1986/1/23,153.60,123.07,,,
19860124,418,87.17,110.61,79.08,1986/1/24,151.30,113.34,,,
19860125,321,227.03,205.76,257.43,1986/1/25,153.36,116.58,,,
19860126,517,70.48,63.88,63.93,1986/1/26,152.05,116.13,,,
19860127,331,140.11,179.59,133.15,1986/1/27,146.46,112.81,,,
19860128,371,142.86,89.01,207.89,1986/1/28,149.14,125.44,,,
19860129,433,145.36,152.53,152.67,1986/1/29,145.20,129.60,,,
19860130,422,54.95,62.60,39.16,1986/1/30,139.69,123.99,,,
19860131,445,96.77,133.58,74.28,1986/1/31,133.93,125.36,,,
19860201,298,55.58,44.33,73.95,1986/2/1,130.77,100.87,,,
19860202,465,78.36,99.43,71.08,1986/2/2,127.82,102.00,,,
19860203,381,86.94,86.68,72.30,1986/2/3,126.51,94.40,,,
19860204,371,71.43,124.62,14.85,1986/2/4,125.04,84.20,,,
19860205,419,134.40,173.39,92.04,1986/2/5,124.59,82.63,,,
19860206,422,109.90,62.60,143.60,1986/2/6,122.45,90.48,,,
19860207,412,40.20,16.03,53.49,1986/2/7,119.39,82.40,,,
19860208,308,86.04,64.33,89.43,1986/2/8,117.39,86.75,,,
19860209,489,47.42,40.52,45.06,1986/2/9,112.15,82.33,,,
19860210,354,84.22,74.63,93.37,1986/2/10,110.95,81.94,,,
19860211,373,88.81,106.24,73.85,1986/2/11,110.06,84.43,,,
19860212,398,116.52,116.16,124.58,1986/2/12,109.03,81.87,,,
19860213,438,83.19,90.48,75.47,1986/2/13,107.79,78.06,,,
19860214,428,38.70,46.29,25.74,1986/2/14,104.77,77.84,,,
19860215,286,127.41,207.84,38.52,1986/2/15,102.51,83.75,,,
19860216,478,97.02,138.17,69.15,1986/2/16,100.57,90.84,,,
19860217,270,110.42,171.23,61.21,1986/2/17,97.44,94.58,,,
19860218,360,101.22,201.81,15.30,1986/2/18,98.36,96.35,,,
19860219,378,78.87,139.78,43.72,1986/2/19,95.54,90.97,,,
19860220,398,124.85,99.57,152.26,1986/2/20,97.89,96.93,,,
19860221,427,131.88,170.15,116.11,1986/2/21,98.41,110.24,,,
19860222,312,148.64,148.18,176.57,1986/2/22,100.22,113.27,,,
19860223,497,106.64,106.31,110.85,1986/2/23,100.87,114.65,,,
19860224,377,158.16,175.19,131.51,1986/2/24,98.58,121.47,,,
19860225,397,133.50,149.73,97.14,1986/2/25,100.68,126.08,,,
19860226,430,107.85,122.88,102.49,1986/2/26,99.60,130.22,,,
19860227,465,99.73,71.02,118.47,1986/2/27,98.17,126.63,,,
19860228,444,119.37,193.38,49.63,1986/2/28,97.30,124.84,,,
19860301,308,75.29,85.78,53.66,1986/3/1,97.98,114.36,,,
19860302,504,98.59,104.84,98.38,1986/3/2,98.04,113.21,,,
19860303,344,125.18,134.40,112.10,1986/3/3,100.36,108.50,,,
19860304,391,25.42,50.68,0.00,1986/3/4,98.59,93.06,,,
19860305,399,74.72,49.66,96.65,1986/3/5,98.19,88.33,,,
19860306,419,94.87,126.10,65.74,1986/3/6,98.97,87.63,,,
19860307,447,74.11,73.88,73.95,1986/3/7,96.96,81.17,,,
19860308,285,69.74,92.70,38.66,1986/3/8,95.62,80.37,,,
19860309,487,68.02,94.93,56.56,1986/3/9,96.55,76.01,,,
19860310,349,75.93,94.62,63.14,1986/3/10,96.21,68.97,,,
19860311,365,81.68,90.48,90.56,1986/3/11,97.35,77.01,,,
19860312,420,78.87,94.35,65.58,1986/3/12,97.17,77.60,,,
19860313,403,73.98,81.94,54.68,1986/3/13,96.68,74.62,,,
19860314,427,85.34,108.27,51.61,1986/3/14,95.64,76.22,,,
19860315,302,109.69,87.48,109.45,1986/3/15,96.52,81.93,,,
19860316,502,39.59,52.63,32.92,1986/3/16,96.55,77.87,,,
19860317,348,104.71,37.96,142.47,1986/3/17,95.80,81.98,,,
19860318,344,57.78,115.20,0.00,1986/3/18,94.49,78.56,,,
19860319,422,62.80,62.60,52.22,1986/3/19,92.90,76.27,,,
19860320,426,38.88,62.02,12.93,1986/3/20,90.82,71.25,,,
19860321,443,97.21,134.18,49.74,1986/3/21,91.43,72.95,,,
19860322,281,117.88,141.03,98.03,1986/3/22,91.20,74.12,,,
19860323,517,96.11,102.20,106.56,1986/3/23,90.01,82.20,,,
19860324,386,120.14,136.89,114.18,1986/3/24,89.06,84.40,,,
19860325,405,155.40,228.31,95.22,1986/3/25,90.68,98.35,,,
19860326,421,220.31,376.52,143.94,1986/3/26,92.76,120.85,,,
19860327,435,175.15,212.57,177.30,1986/3/27,94.14,140.32,,,
19860328,453,131.63,189.54,121.61,1986/3/28,94.94,145.23,,,
19860329,273,182.01,145.16,201.80,1986/3/29,97.68,154.39,,,
19860330,394,142.93,150.87,139.82,1986/3/30,98.46,161.08,,,
19860331,331,100.08,39.91,133.15,1986/3/31,99.29,158.21,,,
19860401,377,70.29,17.52,102.29,1986/4/1,98.35,146.06,,,
19860402,386,111.56,51.33,142.72,1986/4/2,97.89,130.52,,,
19860403,394,142.93,184.40,139.82,1986/4/3,101.81,125.92,,,
19860404,446,66.85,74.04,49.41,1986/4/4,101.55,116.66,,,
19860405,269,98.52,171.87,20.48,1986/4/5,101.67,104.74,,,
19860406,492,94.26,107.39,78.38,1986/4/6,102.34,97.78,,,
19860407,391,127.08,152.03,112.72,1986/4/7,104.25,101.64,,,
19860408,384,172.53,223.60,129.12,1986/4/8,107.74,116.25,,,
19860409,459,122.69,86.34,156.03,1986/4/9,109.30,117.84,,,
19860410,432,130.36,122.31,165.78,1986/4/10,110.92,116.04,,,
19860411,434,190.82,243.49,190.40,1986/4/11,114.65,133.75,,,
19860412,296,156.68,178.51,167.50,1986/4/12,117.41,142.06,,,
19860413,467,92.21,84.86,106.17,1986/4/13,117.64,141.77,,,
19860414,344,154.07,249.60,128.12,1986/4/14,119.11,145.62,,,
19860415,401,289.13,395.30,274.76,1986/4/15,127.43,162.28,,,
19860416,428,340.54,555.54,321.79,1986/4/16,135.29,193.40, U.S. Bombing of Libya,,
19860417,439,166.01,150.45,188.23,1986/4/17,138.90,198.49,,,
19860418,431,222.89,367.78,191.73,1986/4/18,144.24,203.08,,,
19860419,301,143.07,175.54,128.12,1986/4/19,147.71,201.13,,,
19860420,459,151.56,201.45,144.03,1986/4/20,149.52,209.61,,,
19860421,395,117.41,150.49,97.63,1986/4/21,149.51,204.37,,,
19860422,401,132.17,197.65,96.17,1986/4/22,150.71,181.95,,,
19860423,423,164.45,202.98,143.26,1986/4/23,152.19,156.79,,,
19860424,428,154.79,169.75,141.59,1986/4/24,152.17,155.19,,,
19860425,458,101.26,187.47,60.14,1986/4/25,148.20,137.82,,,
19860426,293,146.97,135.25,169.22,1986/4/26,147.26,138.37,,,
19860427,447,125.98,132.98,160.22,1986/4/27,147.07,134.72,,,
19860428,347,152.74,171.30,158.76,1986/4/28,146.09,139.77,,,
19860429,366,171.96,162.41,195.68,1986/4/29,147.06,145.45,,,
19860430,462,114.72,142.96,83.47,1986/4/30,147.55,138.35,,,
19860501,451,95.48,117.16,73.29,1986/5/1,148.39,129.87,,,
19860502,453,80.44,116.64,60.81,1986/5/2,147.35,126.90,,,
19860503,310,117.54,85.22,159.94,1986/5/3,146.51,122.70,,,
19860504,511,97.24,77.55,107.81,1986/5/4,147.52,118.59,,,
19860505,341,155.43,135.58,177.71,1986/5/5,149.42,118.97,,,
19860506,389,136.25,118.85,155.78,1986/5/6,150.82,113.87,,,
19860507,422,94.20,62.60,130.55,1986/5/7,149.72,110.94,,,
19860508,458,94.02,115.37,84.20,1986/5/8,147.10,110.73,,,
19860509,450,66.25,58.71,73.45,1986/5/9,145.22,108.70,,,
19860510,289,114.62,137.12,152.50,1986/5/10,144.70,108.29,,,
19860511,484,47.91,40.94,56.91,1986/5/11,139.93,101.24,,,
19860512,340,97.43,135.98,97.22,1986/5/12,137.96,92.95,,,
19860513,379,113.62,174.27,87.21,1986/5/13,138.67,89.72,,,
19860514,432,138.02,107.02,165.78,1986/5/14,138.14,95.98,,,
19860515,416,111.48,95.26,158.91,1986/5/15,132.22,98.48,,,
19860516,457,101.48,57.81,144.66,1986/5/16,124.25,103.51,,,
19860517,285,81.36,69.52,115.98,1986/5/17,121.43,98.76,,,
19860518,471,77.36,98.16,70.18,1986/5/18,116.57,102.97,,,
19860519,354,93.58,149.26,62.25,1986/5/19,114.92,102.42,,,
19860520,352,244.68,262.69,250.41,1986/5/20,118.03,121.14,,,
19860521,412,160.80,96.19,227.31,1986/5/21,119.48,124.39,,,
19860522,437,159.19,166.25,151.28,1986/5/22,120.38,131.21,,,
19860523,446,81.70,103.66,49.41,1986/5/23,117.62,128.38,,,
19860524,281,176.83,117.52,215.66,1986/5/24,118.35,142.02,,,
19860525,440,195.74,195.14,187.81,1986/5/25,121.50,158.93,,,
19860526,270,196.30,220.16,142.83,1986/5/26,123.15,173.61,,,
19860527,352,169.39,131.34,203.46,1986/5/27,124.59,162.85,,,
19860528,391,144.02,135.14,154.98,1986/5/28,124.30,160.45,,,
19860529,411,96.72,64.28,107.23,1986/5/29,121.79,151.53,,,
19860530,454,72.96,87.29,72.81,1986/5/30,120.40,150.28,,,
19860531,304,98.07,65.18,126.85,1986/5/31,120.49,139.03,,,
19860601,507,104.54,104.22,97.79,1986/6/1,121.29,126.00,,,
19860602,352,94.11,93.82,78.25,1986/6/2,120.51,111.40,,,
19860603,391,67.78,0.00,112.72,1986/6/3,119.53,96.89,,,
19860604,419,118.59,63.05,144.63,1986/6/4,118.30,93.25,,,
19860605,449,73.78,44.13,110.43,1986/6/5,116.22,89.97,,,
19860606,429,100.38,107.77,89.89,1986/6/6,116.42,93.89,,,
19860607,299,166.18,220.89,128.97,1986/6/7,118.83,103.62,,,
19860608,524,56.90,37.81,84.11,1986/6/8,118.52,96.82,,,
19860609,370,62.67,71.40,59.56,1986/6/9,116.79,92.32,,,
19860610,391,101.66,135.14,70.45,1986/6/10,118.58,97.17,,,
19860611,404,98.39,114.44,68.18,1986/6/11,118.61,94.28,,,
19860612,444,134.29,14.88,223.34,1986/6/12,119.30,102.93,,,
19860613,442,164.88,74.71,224.35,1986/6/13,120.19,112.14,,,
19860614,288,92.02,91.73,95.64,1986/6/14,119.54,101.54,,,
19860615,469,77.69,70.41,82.22,1986/6/15,118.75,104.52,,,
19860616,375,79.50,35.23,117.53,1986/6/16,118.69,106.92,,,
19860617,385,68.83,17.16,100.16,1986/6/17,118.41,102.23,,,
19860618,414,72.01,63.81,66.53,1986/6/18,117.69,98.46,,,
19860619,461,50.30,28.65,71.70,1986/6/19,111.21,86.46,,,
19860620,466,142.17,155.91,141.86,1986/6/20,110.59,83.22,,,
19860621,294,135.21,112.33,168.64,1986/6/21,109.79,89.39,,,
19860622,432,38.34,61.16,12.75,1986/6/22,108.34,83.77,,,
19860623,346,86.17,57.27,111.45,1986/6/23,105.32,84.72,,,
19860624,370,80.58,89.25,74.45,1986/6/24,101.48,86.40,,,
19860625,442,119.91,164.37,87.25,1986/6/25,98.93,93.24,,,
19860626,435,114.23,106.28,126.64,1986/6/26,97.10,102.37,,,
19860627,482,123.71,82.22,148.58,1986/6/27,96.42,99.73,,,
19860628,301,88.04,65.83,91.51,1986/6/28,96.13,93.00,,,
19860629,486,81.79,122.31,56.68,1986/6/29,96.42,99.20,,,
19860630,355,93.31,0.00,155.18,1986/6/30,96.26,100.22,,,
19860701,370,89.53,53.55,119.11,1986/7/1,95.76,101.50,,,
19860702,399,66.42,49.66,69.04,1986/7/2,94.84,93.86,,,
19860703,433,84.15,45.76,101.78,1986/7/3,95.39,89.56,,,
19860704,309,75.04,85.50,53.49,1986/7/4,93.94,82.61,,,
19860705,278,71.49,71.27,59.45,1986/7/5,93.86,80.25,,,
19860706,409,80.99,64.59,80.82,1986/7/6,93.21,80.13,,,
19860707,335,108.77,138.01,65.78,1986/7/7,91.30,82.34,,,
19860708,358,101.78,55.35,123.11,1986/7/8,92.80,84.09,,,
19860709,371,151.79,231.43,74.25,1986/7/9,95.77,96.29,,,
19860710,424,117.19,93.46,142.92,1986/7/10,96.28,101.01,,,
19860711,395,67.09,50.16,97.63,1986/7/11,95.24,99.87,,,
19860712,286,81.08,115.47,57.79,1986/7/12,93.47,101.24,,,
19860713,429,100.38,107.77,89.89,1986/7/13,91.32,104.01,,,
19860714,329,130.89,120.45,150.70,1986/7/14,92.61,107.17,,,
19860715,373,133.21,159.36,118.16,1986/7/15,94.46,111.66,,,
19860716,401,82.61,49.41,96.17,1986/7/16,94.57,101.78,,,
19860717,398,141.49,33.19,207.63,1986/7/17,96.99,105.25,,,
19860718,425,77.94,31.08,103.70,1986/7/18,97.19,106.80,,,
19860719,289,137.55,159.98,114.37,1986/7/19,100.09,114.87,,,
19860720,422,102.05,125.21,91.38,1986/7/20,98.76,115.11,,,
19860721,346,95.74,76.36,111.45,1986/7/21,97.44,110.08,,,
19860722,372,71.24,35.51,88.85,1986/7/22,98.54,101.23,,,
19860723,409,105.29,96.89,121.23,1986/7/23,99.18,104.47,,,
19860724,409,97.19,113.04,107.76,1986/7/24,99.73,98.14,,,
19860725,428,38.70,30.86,38.61,1986/7/25,97.02,92.54,,,
19860726,300,88.34,88.06,73.45,1986/7/26,96.16,85.51,,,
19860727,454,43.78,72.74,36.40,1986/7/27,93.50,77.18,,,
19860728,343,96.58,134.79,64.24,1986/7/28,93.78,77.30,,,
19860729,363,109.51,54.58,151.76,1986/7/29,94.70,82.77,,,
19860730,415,95.79,47.75,132.75,1986/7/30,94.79,81.41,,,
19860731,381,104.33,52.01,130.13,1986/7/31,95.28,82.43,,,
19860801,428,77.40,30.86,102.97,1986/8/1,95.65,87.96,,,
19860802,283,105.35,70.01,116.80,1986/8/2,96.35,90.39,,,
19860803,444,96.99,148.76,49.63,1986/8/3,97.08,97.99,,,
19860804,339,146.57,116.90,146.26,1986/8/4,99.59,105.13,,,
19860805,348,66.63,94.90,31.66,1986/8/5,99.11,99.01,,,
19860806,399,124.53,66.21,165.68,1986/8/6,99.63,103.11,,,
19860807,413,80.21,47.98,93.37,1986/8/7,98.91,99.67,,,
19860808,414,48.01,31.91,66.53,1986/8/8,95.45,95.47,,,
19860809,278,178.74,142.55,217.98,1986/8/9,97.51,105.95,,,
19860810,458,115.72,129.79,108.26,1986/8/10,99.13,108.63,,,
19860811,334,158.69,197.75,115.46,1986/8/11,101.71,110.36,,,
19860812,383,190.28,206.94,215.76,1986/8/12,104.71,128.02,,,
19860813,392,202.81,252.73,154.59,1986/8/13,107.11,139.21,,,
19860814,413,144.37,79.96,186.75,1986/8/14,107.48,148.37,,,
19860815,450,88.34,58.71,134.66,1986/8/15,107.67,154.13,,,
19860816,286,46.33,23.09,57.79,1986/8/16,104.50,135.22,,,
19860817,459,57.74,57.56,48.01,1986/8/17,103.83,126.94,,,
19860818,371,142.86,124.62,148.49,1986/8/18,104.00,124.67,,,
19860819,368,99.02,107.69,74.85,1986/8/19,103.90,111.64,,,
19860820,406,73.43,81.34,54.28,1986/8/20,103.16,93.15,,,
19860821,452,58.63,58.45,48.75,1986/8/21,102.74,80.91,,,
19860822,403,65.76,65.56,68.35,1986/8/22,101.42,77.68,,,
19860823,277,119.59,119.22,119.33,1986/8/23,102.17,88.15,,,
19860824,485,61.47,95.33,34.08,1986/8/24,102.93,88.68,,,
19860825,381,121.72,104.01,144.59,1986/8/25,104.04,85.66,,,
19860826,366,153.86,180.46,135.47,1986/8/26,107.71,93.49,,,
19860827,417,87.38,79.19,118.90,1986/8/27,107.40,95.49,,,
19860828,413,80.21,111.94,66.70,1986/8/28,106.42,98.57,,,
19860829,414,88.02,95.72,79.84,1986/8/29,106.17,101.75,,,
19860830,267,111.66,98.95,123.80,1986/8/30,106.41,100.62,,,
19860831,460,64.81,43.07,83.83,1986/8/31,105.99,101.09,,,
19860901,260,89.18,177.82,42.38,1986/9/1,105.45,96.45,,,
19860902,338,88.20,39.08,130.39,1986/9/2,105.16,87.07,,,
19860903,388,59.76,68.09,56.79,1986/9/3,102.27,83.12,,,
19860904,411,72.54,64.28,67.02,1986/9/4,102.46,82.03,,,
19860905,431,84.54,76.62,76.69,1986/9/5,101.13,81.53,,,
19860906,271,256.69,438.69,81.31,1986/9/6,107.01,102.25,,,
19860907,519,127.65,178.16,106.15,1986/9/7,109.67,111.23,,,
19860908,372,133.57,177.55,88.85,1986/9/8,108.16,117.57,,,
19860909,394,151.34,201.16,111.86,1986/9/9,109.35,126.59,,,
19860910,413,88.23,111.94,53.36,1986/9/10,107.00,130.65,,,
19860911,432,138.02,168.18,114.77,1986/9/11,105.26,140.01,,,
19860912,442,67.45,89.66,37.39,1986/9/12,100.75,137.56,,,
19860913,283,93.64,23.34,136.27,1986/9/13,99.05,114.27,,,
19860914,529,106.45,99.88,104.14,1986/9/14,99.66,111.24,,,
19860915,374,70.86,105.96,29.46,1986/9/15,100.48,102.28,,,
19860916,421,102.29,141.19,78.51,1986/9/16,101.96,95.28,,,
19860917,458,115.72,129.79,120.28,1986/9/17,101.06,99.21,,,
19860918,464,99.95,85.41,106.86,1986/9/18,101.09,93.77,,,
19860919,462,129.06,142.96,107.32,1986/9/19,102.94,102.57,,,
19860920,292,124.79,113.09,113.20,1986/9/20,105.15,107.02,,,
19860921,521,108.09,152.12,63.44,1986/9/21,106.56,107.25,,,
19860922,351,188.75,188.17,188.34,1986/9/22,108.86,124.09,,,
19860923,416,167.22,111.14,185.40,1986/9/23,112.39,133.37,,,
19860924,447,163.03,132.98,184.87,1986/9/24,113.77,140.13,,,
19860925,467,85.12,84.86,94.37,1986/9/25,111.47,138.01,,,
19860926,448,184.85,235.88,172.16,1986/9/26,114.72,145.98,,,
19860927,281,141.46,70.51,196.05,1986/9/27,116.77,148.36,,,
19860928,514,77.34,77.10,85.74,1986/9/28,116.41,143.97,,,
19860929,376,105.72,105.39,102.56,1986/9/29,116.21,132.11,,,
19860930,410,121.19,48.33,161.24,1986/9/30,118.09,125.53,,,
19861001,423,109.64,46.84,143.26,1986/10/1,118.77,117.90,,,
19861002,454,102.15,87.29,133.48,1986/10/2,119.24,120.34,,,
19861003,452,109.93,102.29,109.69,1986/10/3,120.91,109.63,,,
19861004,303,131.19,108.99,145.45,1986/10/4,122.86,108.16,,,
19861005,548,114.85,84.37,150.79,1986/10/5,123.87,113.52,,,
19861006,369,125.68,53.70,179.15,1986/10/6,119.51,116.38,,,
19861007,399,132.83,82.77,193.30,1986/10/7,119.68,118.04,,,
19861008,421,39.34,62.75,26.17,1986/10/8,116.54,108.00,,,
19861009,503,72.44,65.65,76.67,1986/10/9,113.91,103.75,,,
19861010,437,83.38,60.46,126.06,1986/10/10,113.75,99.96,,,
19861011,325,71.35,40.64,84.75,1986/10/11,111.53,91.41,,,
19861012,499,79.66,79.42,77.28,1986/10/12,111.93,86.38,,,
19861013,370,125.34,160.66,74.45,1986/10/13,112.99,86.34,,,
19861014,377,149.37,70.08,189.97,1986/10/14,114.42,88.70,,,
19861015,436,68.38,45.45,88.45,1986/10/15,114.34,92.85,,,
19861016,483,96.02,41.02,125.46,1986/10/16,114.13,96.21,,,
19861017,443,104.69,134.18,99.49,1986/10/17,113.76,99.26,,,
19861018,320,62.11,61.92,51.65,1986/10/18,112.50,97.94,,,
19861019,476,104.39,41.63,150.46,1986/10/19,111.68,101.47,,,
19861020,373,79.93,53.12,103.39,1986/10/20,110.18,94.98,,,
19861021,407,40.69,16.23,54.14,1986/10/21,107.94,79.46,,,
19861022,448,73.94,29.49,110.67,1986/10/22,104.11,80.25,,,
19861023,469,91.82,98.58,82.22,1986/10/23,101.59,79.65,,,
19861024,447,66.70,44.33,73.95,1986/10/24,98.38,74.23,,,
19861025,300,77.29,66.05,73.45,1986/10/25,98.12,76.39,,,
19861026,566,99.49,93.35,97.33,1986/10/26,95.28,75.70,,,
19861027,366,117.66,90.23,120.42,1986/10/27,94.48,81.09,,,
19861028,400,140.78,66.05,192.82,1986/10/28,96.60,95.38,,,
19861029,412,120.60,112.22,120.34,1986/10/29,97.09,102.05,,,
19861030,475,62.76,97.33,34.79,1986/10/30,95.15,97.90,,,
19861031,457,137.72,173.43,84.38,1986/10/31,96.08,108.05,,,
19861101,300,77.29,22.02,110.18,1986/11/1,95.25,108.05,,,
19861102,500,53.00,39.63,55.09,1986/11/2,93.36,101.40,,,
19861103,365,81.68,72.38,75.47,1986/11/3,91.71,96.26,,,
19861104,404,81.99,65.39,95.45,1986/11/4,90.61,87.87,,,
19861105,437,197.09,136.02,226.92,1986/11/5,92.99,98.79,,,
19861106,467,134.77,84.86,165.15,1986/11/6,93.06,109.08,,,
19861107,445,126.55,103.89,160.94,1986/11/7,95.96,107.48,,,
19861108,307,75.53,86.06,53.83,1986/11/8,96.07,107.23,,,
19861109,545,109.41,72.71,131.41,1986/11/9,96.93,115.29,,,
19861110,381,156.50,104.01,231.35,1986/11/10,99.77,125.98,,,
19861111,413,160.41,63.97,226.76,1986/11/11,102.46,137.18,,,
19861112,407,146.50,129.82,162.43,1986/11/12,103.17,129.95,,,
19861113,453,117.00,102.06,158.10,1986/11/13,102.09,127.41,,,
19861114,463,57.24,57.06,71.39,1986/11/14,101.72,117.51,,,
19861115,305,152.05,173.24,162.56,1986/11/15,103.59,128.44,,,
19861116,528,81.56,62.54,83.47,1986/11/16,102.82,124.47,,,
19861117,399,141.14,148.98,124.26,1986/11/17,105.45,122.27,,,
19861118,397,166.88,166.37,152.64,1986/11/18,107.53,123.20,,,
19861119,420,102.53,125.80,91.82,1986/11/19,108.29,116.91,,,
19861120,483,96.02,95.72,114.06,1986/11/20,110.13,113.92,,,
19861121,483,109.73,82.05,114.06,1986/11/21,111.32,121.42,,,
19861122,308,139.82,85.78,178.86,1986/11/22,112.92,119.67,,,
19861123,505,59.04,65.39,43.64,1986/11/23,112.67,116.45,,,
19861124,385,111.85,102.93,114.47,1986/11/24,113.82,112.27,,,
19861125,397,108.47,33.27,152.64,1986/11/25,114.12,103.92,,,
19861126,448,118.31,103.20,110.67,1986/11/26,114.14,106.18,,,
19861127,362,82.36,36.49,121.75,1986/11/27,112.19,104.22,,,
19861128,457,115.98,115.62,156.71,1986/11/28,112.04,105.12,,,
19861129,296,89.53,111.57,55.83,1986/11/29,112.93,97.93,,,
19861130,515,57.89,51.30,53.49,1986/11/30,110.27,97.77,,,
19861201,387,85.60,51.20,113.88,1986/12/1,110.55,94.02,,,
19861202,403,49.32,65.56,27.34,1986/12/2,110.42,85.57,,,
19861203,427,93.09,61.87,103.21,1986/12/3,110.80,81.97,,,
19861204,435,30.46,45.55,25.33,1986/12/4,109.09,74.55,,,
19861205,467,85.12,42.43,117.97,1986/12/5,105.35,70.14,,,
19861206,309,139.36,85.50,178.29,1986/12/6,105.51,77.26,,,
19861207,545,60.78,60.59,60.65,1986/12/7,103.32,77.68,,,
19861208,371,151.79,178.03,133.64,1986/12/8,105.86,87.13,,,
19861209,441,127.70,104.84,137.41,1986/12/9,106.47,98.33,,,
19861210,442,112.42,74.71,137.10,1986/12/10,105.00,101.09,,,
19861211,512,116.46,64.50,139.88,1986/12/11,103.53,113.37,,,
19861212,464,121.37,85.41,130.60,1986/12/12,102.69,118.55,,,
19861213,310,106.86,63.92,142.17,1986/12/13,102.36,113.91,,,
19861214,513,109.77,90.12,128.87,1986/12/14,104.11,120.91,,,
19861215,383,112.44,86.22,129.45,1986/12/15,102.79,115.29,,,
19861216,427,85.34,46.40,116.11,1986/12/16,102.91,109.23,,,
19861217,448,73.94,73.71,61.48,1986/12/17,100.67,103.74,,,
19861218,485,54.64,68.09,34.08,1986/12/18,96.93,94.91,,,
19861219,478,55.44,55.27,46.10,1986/12/19,95.36,85.49,,,
19861220,322,92.59,61.53,102.65,1986/12/20,95.25,83.45,,,
19861221,464,99.95,99.64,83.11,1986/12/21,94.92,82.05,,,
19861222,379,78.66,139.41,43.61,1986/12/22,92.88,77.22,,,
19861223,401,66.09,65.88,54.95,1986/12/23,93.12,74.47,,,
19861224,334,49.59,19.77,82.47,1986/12/24,91.04,70.99,,,
19861225,213,93.31,155.04,51.73,1986/12/25,90.54,76.52,,,
19861226,361,73.41,36.59,91.56,1986/12/26,89.04,79.08,,,
19861227,226,175.89,204.57,146.26,1986/12/27,92.16,90.99,,,
19861228,428,77.40,61.73,77.23,1986/12/28,90.87,87.76,,,
19861229,316,73.38,83.60,52.30,1986/12/29,90.33,87.01,,,
19861230,371,80.36,106.82,59.40,1986/12/30,91.08,89.05,,,
19861231,382,86.72,69.16,100.95,1986/12/31,91.12,94.35,,,
19870101,431,76.86,91.95,51.13,1987/1/1,92.04,92.00,,,
19870102,484,54.75,81.88,45.53,1987/1/2,90.76,89.34,,,
19870103,339,97.72,77.93,113.76,1987/1/3,93.00,78.17,,,
19870104,587,73.36,33.76,103.24,1987/1/4,92.61,77.59,,,
19870105,411,56.42,96.42,13.40,1987/1/5,89.85,75.17,,,
19870106,473,112.05,111.71,104.82,1987/1/6,91.55,79.70,,,
19870107,511,71.31,77.55,53.90,1987/1/7,88.87,77.50,,,
19870108,557,65.42,71.15,49.45,1987/1/8,86.80,75.86,,,
19870109,564,70.48,35.13,87.91,1987/1/9,85.40,78.11,,,
19870110,398,158.14,165.95,138.42,1987/1/10,86.79,86.74,,,
19870111,613,59.44,75.42,44.93,1987/1/11,84.72,84.75,,,
19870112,439,90.55,105.31,87.84,1987/1/12,84.18,89.63,,,
19870113,512,142.34,141.90,150.64,1987/1/13,85.27,93.95,,,
19870114,522,120.57,113.87,116.09,1987/1/14,85.54,100.99,,,
19870115,591,117.71,100.58,130.50,1987/1/15,86.62,108.46,,,
19870116,545,127.64,157.54,111.19,1987/1/16,88.41,116.63,,,
19870117,391,135.55,185.81,112.72,1987/1/17,91.10,113.40,,,
19870118,550,96.37,84.06,90.15,1987/1/18,92.47,118.67,,,
19870119,443,82.25,89.45,74.61,1987/1/19,92.12,117.49,,,
19870120,479,89.90,137.89,69.01,1987/1/20,91.79,110.00,,,
19870121,560,82.81,141.53,29.51,1987/1/21,91.93,104.60,,,
19870122,579,80.10,91.26,66.60,1987/1/22,92.39,99.23,,,
19870123,548,90.67,96.42,100.53,1987/1/23,93.76,93.95,,,
19870124,409,113.39,129.19,94.29,1987/1/24,94.43,90.78,,,
19870125,579,62.93,34.22,76.12,1987/1/25,94.08,86.01,,,
19870126,476,104.39,124.88,138.88,1987/1/26,91.70,89.17,,,
19870127,519,134.03,190.89,95.53,1987/1/27,93.59,95.48,,,
19870128,537,98.70,110.69,71.81,1987/1/28,94.43,97.74,,,
19870129,543,115.91,109.47,121.75,1987/1/29,95.62,102.86,,,
19870130,545,133.72,109.07,171.84,1987/1/30,97.18,109.01,,,
19870131,410,96.95,96.65,80.62,1987/1/31,97.85,106.66,,,
